id,folderId,startedAt,finishedAt,questionCount,questionIds...,resultCount,results...
1,1,1747025992,1747026109,2,1,2,2,1,1
1,1,1746797024,1746797030,2,1,2,2,1,1
1,1,1746796399,1746796405,2,2,1,2,0,1
1,1,1746795846,1746795848,1,1,1,1
1,1,1746795802,1746795806,1,1,1,1
1,1,1746796224,1746796227,1,1,1,1
1,1,1746796457,1746796476,2,2,1,2,1,1
2,1,1746798236,1746798284,2,2,1,2,1,1
